STATION CODE,LOCATIONS,STATE,Temp,D.O.,PH,CONDUCTIVITY,B.O.D.,NITRATENAN N+ NITRITENANN,FECAL COLIFORM
1545,RIVER MADAI AT DABOS NAN  VALPOI,GOA,29,7.3,5.9,100,1.3,0.27,6
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,26.9,6,5.9,273,1.8,0.31,10
2271,"RIVER SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,27,6.1,6.5,201,2,0.43,9
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,27.5,6.2,6.3,245,1.8,0.31,7
1547,RIVER TALPONA AT CANACONA,GOA,28.3,7,6.5,75,0.9,0.22,7
1544,"VALVANT AT SANKLI NAN BICHOLIM, GOA",GOA,29,7.3,6,74,1.6,0.11,8
2651,"AMBA RIVER AT D/S OF WAKEN BRIDGENANU/S OF JS PETRO CHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,28.2,7.1,7.9,108,3.3,0.42,65
1461,"BHATSA AT D/S OF PISE DAM NR PISE VILL (ULHAS), MAHARASHTRA",MAHARASHTRA,NAN,7.1,7.7,111,4.4,0.32,NAN
2653,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.4,7,8,129,3.5,0.49,40
2654,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.3,7,8,130,3.3,0.46,33
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,28.5,5.7,7.4,2323,6.3,1.47,400
2670,"KAN RIVER NEAR SAKRI WATER WORKS, SAKRI, DHULE",MAHARASHTRA,28.4,5.9,7.6,462,4.9,2.47,23
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,28.4,7,7.7,107,3.8,0.4,131
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,28.9,6.2,7.4,299,5.1,0.95,209
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,28.2,5.9,7.8,33259,6.8,1.61,114
2672,"KUNDALIKA RIVER AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",MAHARASHTRA,28.9,7.2,7.9,77,3.2,0.42,164
2168,MITHI RIVER,MAHARASHTRA,27,3.2,7.4,28018,46,1.67,908
2676,"MUCHKUNDI RIVER AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI",MAHARASHTRA,27.9,6.8,7.8,350,2.6,1.99,2
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,26.8,6.9,7.5,133,3.2,0.55,252
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,27.2,6.9,7.5,143,3.4,0.54,149
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, KHARPADA, KHALAPUR, RAIGAD",MAHARASHTRA,26.8,6.1,6.9,609,4.2,3.1,65
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE, VYAL, KHALAPUR, RAIGAD",MAHARASHTRA,26.9,6.8,7.4,129,3.2,0.86,51
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD",MAHARASHTRA,26.8,6.7,7.4,130,3.2,0.75,45
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR. RAIGAD",MAHARASHTRA,26.9,6.6,7.4,130,5,0.74,67
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, KHALAPUR, RAIGAD",MAHARASHTRA,26.9,6.7,7.5,120,3.6,0.73,85
2696,"PEHLAR DAM ON PEHLAR R. INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,26.2,7.1,7.9,139,3.2,0.45,74
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,27.4,6,7.4,13925,59.1,3.08,4
2701,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,26.4,6.7,7.7,274,2.3,2.04,5
2702,"SAVITRI AT SHEDAV DOH,,RAIGAD",MAHARASHTRA,26.7,6.3,7.9,326,2.5,2.32,2
2703,SAVITRI RIVER AT DADLI BRIDGE,MAHARASHTRA,27.3,6.3,7.9,7392,2.4,6.41,4
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,27.4,6.3,7.7,12051,4.4,5.37,4
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.6,7,8.3,162,3.8,0.48,44
2707,"SURYA RIVER AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",MAHARASHTRA,27.5,7,8.3,212,3.6,0.44,47
2708,"SURYA AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR",MAHARASHTRA,27.5,7.1,8.3,227,3.2,0.48,67
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,26.9,6.8,8.2,314,4.3,0.45,28
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA,25.9,6.8,7.8,151,3.4,0.5,601
1094,ULHAS AT U/S OF BADLAPUR,MAHARASHTRA,25.9,7,7.8,123,3.4,0.44,42
2162,ULHAS ATJAMBHUL WATER WORKS.,MAHARASHTRA,26,6.9,7.8,139,3.3,0.76,85
2712,"VAITARNA NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE",MAHARASHTRA,26.9,6.8,8.2,313,4,0.49,49
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,24.8,6.7,7.8,215,2.5,0.83,2
2713,"VASHISTI AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL AT KHERDI, RATNAGIRI. ",MAHARASHTRA,26.2,6.7,7.8,204,2.5,0.77,2
2714,VASHISTI AT U/S OF POPHALI NR KONPHANSAWANE BRIDGE,MAHARASHTRA,25.3,6.9,7.7,205,2.2,0.93,2
1342,ACHENKOIL AT THUMPAMON,KERALA,26.6,7.1,6.9,72,0.5,0.25,278
1443,ACHENKOIL AT CHENNITHULA,KERALA,26.8,6.6,6.9,70,0.9,0.49,223
2297,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.6,6.9,7.1,52,0.8,0.18,46
2319,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.8,7.2,7,830,0.8,0.16,94
2286,R AYROOR AT AYROOR BRIDGE,KERALA,29.3,6.3,6.9,95,1.3,0.99,750
2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,25.4,7.2,7.4,164,0.9,0.46,1325
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,25.5,6.9,7.5,231,0.8,0.55,1000
1154,CHALAKUDY AT PULICKALKANANDAVU,KERALA,26.6,6.5,6.9,101,1.3,0.47,468
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,24.7,7.1,7.1,64,0.6,0.4,283
21,CHALIYAR AT CHUNGAPALLY,KERALA,24.8,7.1,7.1,4600,0.6,0.35,229
1572,CHANDRAGIRI AT PADIYATHADKA,KERALA,28,7.5,7.2,52,0.6,0.15,285
1573,CHITTHRAPUZHA AT IRUMPANAM,KERALA,27.4,2,6.8,265,2.4,2.3,1525
2295,R CORAPUZHA AT KANAYANKODE,KERALA,26,5.6,7,12769,1.2,0.41,725
1564,"ITHIKKARA AT AYUR, KERALA",KERALA,27.4,7.1,7,90,0.6,0.64,338
2287,R ITHIKKARA AT ITHIKKARA,KERALA,26.5,6.1,7,248,0.8,0.66,500
1566,KADALUNDY AT THIRURANGADY,KERALA,28.4,6,7,94,1.1,0.13,183
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,28.8,6.5,7.5,76,0.8,0.08,275
2337,R KADAMBAYAR AT BRAHMAPURAM,KERALA,26.7,1.5,6.6,192,3.6,0.92,881
2338,R KADAMBAYAR AT MANCKAKADAVU,KERALA,26.4,2,6.8,79,2.4,0.2,456
42,"KALLADA AT PERUMTHOTTAM KADAVU, PUNALOOR, KERALA",KERALA,26.5,7.2,7.1,52,0.6,0.15,298
2294,R KALLAI AT KALLAI BRIDGE,KERALA,25.5,4,7.5,25964,1.1,0.76,945
1571,KARINGODE AT KAKKADAVU,KERALA,28,7.2,7.3,54,0.9,0.25,330
1155,KARAMANA AT MOONNATTUMUKKU,KERALA,28,0.8,7.1,1239,11.9,1.87,4250
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,27.9,6.4,6.5,58,1.3,0.34,255
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,28.1,6.3,6.8,77,1.2,0.16,73
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,28.6,5.4,6.6,80,1.6,0.27,335
2326,R KORAYAR AT KANJIKODE,KERALA,25.3,5.8,7.8,666,1,0.24,993
1569,R KUPPAM AT THALIPARAMBA,KERALA,28.3,6.6,7.2,12768,1.1,0.13,88
2298,R KUPPAM AT RAYAROM,KERALA,26.1,7.7,7.2,44,1,0.28,29
1567,R KUTTIYADY AT  KUTTIYADY ESTATE,KERALA,24.3,7.1,7,27,0.4,0.11,73
1568,"R MAHE AT VALAYAM, KERALA",KERALA,26,7.3,7.2,59,0.6,0.19,160
2285,R MAMOM AT MAMOM BRIDGE,KERALA,28.5,7.8,7.1,119,0.7,0.87,875
1340,"MANIMALA  AT KALLOOPARA,",KERALA,26.6,7.3,7.1,54,1.3,0.41,415
1384,"MANIMALA AT THONDRA, KERALA",KERALA,26.8,7,6.6,104,1.5,0.49,500
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,28,6,7.2,92,0.7,0.38,765
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,26.2,6.8,6.6,48,0.5,0.44,1225
2304,R MOGRAL AT MOGRAL BR.,KERALA,28.5,5.6,7.1,20455,0.6,0.58,433
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,26.5,7,7,56,1.1,0.43,768
2302,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,29.3,6.7,6.9,2531,0.5,0.22,308
1570,R NEELASWARAM AT HOSDURG,KERALA,29.3,6.2,7.2,15362,0.8,0.39,830
1563,"R NEYYAR AT AMARAVILA, KERALA",KERALA,27,7.3,7.2,62,0.8,0.95,525
2284,R NEYYAR AT ARUVIPURAM,KERALA,27.3,7.6,7.2,59,0.6,0.65,463
2288,R PALLICKAL AT NELLIMUKAL,KERALA,27.9,6.4,6.8,83,0.5,0.42,175
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,27.8,7,6.6,50,0.6,0.75,295
1341,"PAMBA AT THAKAZHY, KERALA",KERALA,27.8,6.7,6.8,76,1.2,1.21,310
1565,"PAMBA DOWN, KERALA",KERALA,28.3,6.7,6.6,64,0.9,1.35,428
17,PERIYAR NEAR ALWAYENANELOOR,KERALA,27.5,5.6,6.9,943,1.5,0.4,655
18,"PERIYAR AT KALADY, KERALA",KERALA,26.3,7.4,7,38,0.9,0.26,386
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,27,6.7,6.9,43,1,0.3,1043
2333,RIVER PERIYAR AT MUPPATHADAM,KERALA,27.4,7.1,7.3,48,1.5,0.36,595
2334,RIVER PERIYAR AT PATHALAM,KERALA,27,6.2,6.8,309,1.6,0.39,1129
2335,R PERIYAR AT KALAMASSERY,KERALA,27.4,5.2,6.8,61,1.8,0.33,1123
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,27.3,6.8,6.9,995,1.1,0.24,349
2300,R PERUVAMBA AT CHANDAPPURA,KERALA,27,6.8,6.9,52,0.9,0.45,39
2303,R PULLUR AT PULLUR BR.,KERALA,27.8,6.2,6.6,44,0.7,0.21,715
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,28.4,4.5,6.5,77,1.1,0.34,400
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,28.8,4,7,19279,0.9,0.03,98
2305,R SHRIYA AT ANGADIMOGARU,KERALA,28.8,7,7.4,69,1,0.12,230
2296,R THALLASSERY AT PATHIPPALAM,KERALA,25.9,6.5,6.8,58,0.5,0.24,303
2292,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,28,4.6,6.9,98,0.6,0.11,168
2306,R UPPALA AT  UPPALA BR.,KERALA,28.5,6.6,7.3,12327,0.6,0.71,1326
1442,"VAMANAPURAM, KERALA",KERALA,28.8,7.1,7,51,1,0.78,750
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,27.6,6.2,7.5,371,1.1,1.62,3
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,27.6,6.2,7.7,316,1.3,2.41,3
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KARNATAKA,28.3,7.3,7.1,241,2.9,1.17,100
2780,"KALI AT U/S OF WCPM, DANDELI, KARNATAKA",KARNATAKA,27.5,7.7,7.4,121,1.4,0.64,378
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNATAKA,30.5,6.5,7.3,64,1,2.6,236
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,29.5,6.9,7.4,57,1,1.28,46
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,22.3,7.5,8,211,1.9,0.39,3005
2424,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,22.3,7.2,8,263,3.7,0.63,6625
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,25,7,7.6,111,1.6,0.67,1081
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,25.9,7.5,7.9,205,1.5,1,1615
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,25.9,7.1,7.7,283,2.3,1.73,2882
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA,24.8,7.4,8,263,1.7,0.65,3113
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA,27.5,8.1,8,300,2.3,0.45,2272
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA,28,7.8,8,13103,2.1,0.59,277
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,25,7.4,8,207,1.5,0.53,1356
2427,VANSADHARA AT GUNUPUR (INTERSTATE BOUNDRY),ORISSA,25.8,7.2,8,198,1.4,0.57,677
1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",PONDICHERRY,26.8,6.5,8.1,729,1,0.65,NAN
2444,CORINGA RIVER,PONDICHERRY,31,3,8.1,1086,NAN,0.1,NAN
2442,GAUTAMINANGODAVARI RIVER,PONDICHERRY,32,6.9,8.2,10910,NAN,0.02,NAN
2443,GAUTAMINANGODAVARI RIVER,PONDICHERRY,31,6,8,17990,NAN,0.07,NAN
2445,MAHE RIVER,PONDICHERRY,28,4.8,7.7,48500,NAN,0.34,NAN
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMIL NADU,28.4,6.3,7.6,830,1.8,0.24,738
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMIL NADU,24,7.4,7.6,104,1.2,0.09,NAN
1885,RIVER GHAGGAR AT D/S OF SURAJPUR,HARYANA,NAN,6.9,7.8,440,3.4,1.21,NAN
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,24.8,5.8,7.2,732,8.5,3.83,1089
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,24,5.6,7.4,1322,15.3,15,16750
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,25,5.4,7.3,809,10,4.2,4278
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,23.3,5.7,7.3,1103,14.3,13.75,20250
1698,GHAGGAR AT D/S CHHATBIR,PUNJAB,25.8,5.7,7.5,906,24,14.18,7863
1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,25.8,3.5,7.4,1064,20,13.2,8000
1700,"GHAGGAR AT D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,25.8,3.2,7.6,1197,27.3,19.2,20250
1701,GHAGGAR AT D/S JHARMAL NADI,PUNJAB,26,4.7,7.3,1383,32.8,16.4,14388
1702,GHAGGAR AT U/S JHARMAL NADI,PUNJAB,26,4.8,7.4,1063,16,5.03,3138
1703,"GHAGGAR AT MOONAK, PUNJAB",PUNJAB,24.4,5.3,7.5,1532,18.3,15.8,27000
1704,GHAGGAR AT D/S SARDULGARH,PUNJAB,23.4,5.6,7.5,1269,34.5,12.15,22000
1705,GHAGGAR AT U/S SARDULGARH,PUNJAB,24.3,5.4,7.4,1194,22,8.3,10000
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",HARYANA,17.7,6.1,6.8,780,14.7,NAN,NAN
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",HARYANA,17,6.1,6.8,773,14.7,NAN,NAN
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),HARYANA,17.3,6,7,820,15.3,NAN,NAN
1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",RAJASTHAN,28,4.8,7.9,650,3.2,0.68,6
1719,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR",RAJASTHAN,32,5,7.3,390,2.8,0.14,4
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,21.4,8.3,7.6,334,1,0.49,9
2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,22.3,8.2,7.7,316,1.2,0.48,11
1884,KALA AMB D/S MARKANDA RIVER,HARYANA,18.3,3.1,7.8,1261,195.4,4.78,NAN
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,22.8,8.3,7.6,304,1.2,0.51,12
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,21.8,5.5,7.6,743,7.6,1.02,81
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN,26.9,5.1,7.8,657,1.7,0.26,6
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN,27.3,5.3,7.8,623,1.7,NAN,NAN
2869,BARAK RIVER AT SENAPATI ,MANIPUR,19,8.7,7.1,252,4.9,NAN,NAN
2875,"BARAK RIVER AT N.H. 53, TAMENGLONG DISTT., MANIPUR",MANIPUR,26,5.1,7.2,17,1,NAN,NAN
2868,CHAKPI AT CHAKPI KARONG ,MANIPUR,19,10,7.4,157,0.6,NAN,NAN
1424,"IMPHAL AT MAHABALI, MANIPUR",MANIPUR,21.8,5.9,7,164,1.6,NAN,NAN
1457,"IMPHAL AT KOIRENGEI, MANIPUR",MANIPUR,22.3,6.1,7.3,141,1.4,NAN,NAN
1627,"IMPHAL AT KIYAMGI, MANIPUR",MANIPUR,22.3,5.6,7.1,427,1.4,NAN,NAN
1628,IMPHAL AT MINUTHONG,MANIPUR,22.3,4.7,7,527,1.9,NAN,NAN
2861,"IMPHAL AT KANGLA MOAT, IMPHAL ",MANIPUR,23,5.5,8.6,116,4.5,NAN,NAN
2862,"IMPHAL AT SAMUROU, IMPHAL WEST",MANIPUR,23,6.8,6.8,160,1.5,NAN,NAN
2864,"IMPHAL AT SEKMAI, IMPHAL EAST",MANIPUR,23,7,7.4,47,1,NAN,NAN
2874,IRANG RIVER AT TAMENGLONG,MANIPUR,23,7.3,7.8,116,1.2,NAN,NAN
1458,"IRIL AT PORAMPET, MANIPUR",MANIPUR,22,5.5,7.3,179,1.2,NAN,NAN
1624,"IRIL AT LILONG, MANIPUR",MANIPUR,22.3,4.7,7.4,220,1.6,NAN,NAN
2863,"IRIL RIVER AT KANGLA SIPHAI, IMPHAL EAST, MANIPUR",MANIPUR,27,4.9,7,180,1.2,NAN,NAN
2873,IRIL RIVER AT LILONG (THOUBAL ),MANIPUR,30,5.8,7.8,367,6.2,NAN,NAN
1925,KHUGA RIVER (CHURACHANDPUR),MANIPUR,23,5.8,7.4,249,1,NAN,NAN
2877,"KHUGA DAM ON KHUGA RIVER, CHURACHANDPUR, MANIPUR",MANIPUR,23,6.2,6.9,182,2.1,NAN,NAN
1926,"KHUJAIROK, MOREH (CHANDEL DIST.)",MANIPUR,22.7,5.5,7.7,356,1.2,NAN,NAN
2878,"LOKCHAO RIVER AT BISHNUPUR, MANIPUR",MANIPUR,23,5.1,6.9,190,2.3,NAN,NAN
2867,"MAHA RIVER AT CHANDEL, MANIPUR",MANIPUR,23.5,5.2,7.1,164,2.8,NAN,NAN
2852,"MANIPUR RIVER AT SEKMAIJAN, DISTT. THOUBAL, MANIPUR",MANIPUR,23,4.6,7,188,2.8,NAN,NAN
2879,MANIPUR RIVER AT ETHAI BARRAGE ON MANIPUR RIVER AT BISHNUPUR,MANIPUR,23.5,5.6,6.6,165,1.9,NAN,NAN
1625,NAMBUL RIVER AT HUMP BRIDGE,MANIPUR,23,1.9,6.8,484,15.3,NAN,NAN
1626,"NAMBUL RIVER AT HEIRANGOITHONG, MANIPUR",MANIPUR,23,2.5,7.1,424,16.7,NAN,NAN
2858,"NAMBUL RIVER AT SAMUSANG (U.K. ROAD), DISTT. IMPHAL WEST",MANIPUR,22.5,5.5,6.9,118,2.8,NAN,NAN
2859,"NAMBUL RIVER AT SINGDA DAM, IMPHAL WEST, MANIPUR",MANIPUR,23,6,7,100,4.2,NAN,NAN
2860,"NAMBUL RIVER AT NAOREMTHONG, IMPHAL WEST, MANIPUR",MANIPUR,22.5,4.9,6.9,93,3.6,NAN,NAN
2880,"NAMBUL RIVER AT  BISHNUPUR, MANIPUR",MANIPUR,20,4.8,7,167.1,2.8,NAN,NAN
1927,"SEKMAI RIVER, KAKCHING (THOUBAL DIST.)",MANIPUR,22.7,5.4,7.2,211,1.1,NAN,NAN
2853,"THOUBAL RIVER AT MAPITHEL DAM, DISTT. THOUBAL, MANIPUR",MANIPUR,26,6,7.5,231,1.1,NAN,NAN
2854,"THOUBAL RIVER AT PHADOM, DISTT. THOUBAL, MANIPUR",MANIPUR,19,5.6,7.1,319,4.4,NAN,NAN
2856,"THOUBAL RIVER AT YAIRIPOK, DISTT. THOUBAL, MANIPUR",MANIPUR,22.5,5.7,6.9,261,2.3,NAN,NAN
2870,"THOUBAL RIVER AT SONGKHONG, (UKL DIST.)",MANIPUR,18.9,9.9,7.1,163,1,NAN,NAN
2872,THOUBAL RIVER AT LITAN (UKL DIST.),MANIPUR,21,6.1,7.6,163,4.5,NAN,NAN
2855,"WANGJING RIVER AT HEIROK, DISTT. THOUBAL, MANIPUR",MANIPUR,22.5,5.1,6.9,170,2.5,NAN,NAN
2876,"WANGJING RIVER AT WANGJING, DISTT. THOUBAL, MANIPUR",MANIPUR,23,3.8,7,192,3,NAN,NAN
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,24.4,7.8,7.2,139,1.9,0.56,263
1428,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,21.8,6.5,3.1,489,6.1,0.52,32
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,20.8,7.3,7,162,2.2,0.69,2085
1633,SIMSANG RIVER WILLIAMNAGAR,MEGHALAYA,25.2,7.8,7.1,136,1.9,0.52,303
1427,UMTREW AT BYRNIHAT EAST,MEGHALAYA,24,7.7,7.1,205,7,0.84,303
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,23.4,8.1,7.1,267,1,0.11,2
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,23.4,8,7,278,1.1,0.11,3
2052,TUIRIAL UPPER CATCHMENT,MIZORAM,23.2,6.9,7.2,268,1.1,0.11,6
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,23.3,6.8,7.1,286,1.3,0.11,8
1403,GUMTI AT U/S SOUTH TRIPURA,TRIPURA,28.4,6.6,7.8,149,1.8,NAN,209
1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,28.6,6.3,8,164,3.4,0.3,380
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,28.5,6.6,7.9,196,4.4,0.8,425
2459,"DAMANGANGA AT ZARI CAUSE WAY BRIDGE, DAMAN ",DAMAN & DIU,29.9,5.6,7.5,15608,25,18.73,5
2460,DAMANGANGA AT DISCHARG POINT DISTILLARY,DAMAN & DIU,29.9,3.7,7.5,39503,13.5,25.71,NAN
2461,"DAMANGANGA AT DAMAN JETTY, MOTI DAMAN",DAMAN & DIU,29.8,4.7,7.6,46170,21.5,19.69,NAN
2462,"DAMANGANGA AT VAPI WEIR, VAPI",DAMAN & DIU,30.2,5.8,7.8,378,NAN,2.61,NAN
2463,"DAMANGANGA AT LAVACHA TEMPLE, DADRA",DAMAN & DIU,29.7,6.6,7.7,489,NAN,2.66,350
2464,"DAMANGANGA at D/s of M/s Surat Beverages, Dadra",DAMAN & DIU,30.1,6.6,7.4,492,NAN,3.6,NAN
2465,"DAMANGANGA AT NAROLI BRIDGE, SILVASSA",DAMAN & DIU,30.3,6.2,7.8,359,NAN,3.67,4
2466,"DAMANGANGA AT VILLAGE NAMDHA, VAPI",DAMAN & DIU,29.8,5.8,7.7,8757,NAN,10.45,4
1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,26,5.1,8.1,533,3.7,0.45,3900
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,GUJARAT,27,7.1,8,555,2,0.35,7500
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,27,6.8,8.2,26600,3.1,0.62,9000
1865,RIVER DHADAR AT KOTHADA,GUJARAT,29.3,8.1,7.6,938,8.6,0.4,22
1148,"AMBIKA AT BILIMORA, ",GUJARAT,28.4,6.2,7.8,7778,2.7,0.26,2880
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,",GUJARAT,32,NAN,7.2,1440,46,0.2,80
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, ",GUJARAT,28.3,3.2,7.7,885,6.3,0.51,3900
1399,ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS,NAN,29.3,6.6,6.5,58,1.8,0.87,0
1475,ZUARI AT PANCHAWADI,NAN,28.8,6.6,6.6,145,1.5,0.65,4
1400,MANDOVI AT NEGHBOURHOOD OF PANAJI,NAN,29,6.3,6.6,55,1.8,0.36,8
1476,"MANDOVI AT TONCA, MARCELA",NAN,28.8,6.4,6.4,188,2,0.44,15
